   ,CSR_NUMBER,LADBS_INSP_DIST,ADDR_HSE_NUM,ADDR_HSE_FRAC_NUM,ADDR_STR_DIR,ADDR_STR_NAME,ADDR_STR_SUFFIX,ADDR_STR_SUFFIX_DIR,ADDR_STR_ZIP,DATE_RECEIVED,DATE_CLOSED,DUE_DATE,CASEFLAG,CSR_PRIORITY,PIN,CSR_PROBLEM_DESC,APC,CASE_NUMBER_TO_CSR,RESPONSE_DAYS,LAT,LON
2391,418173,3101,17214, ,W,ROSCOE,BLVD, ,91406,4/5/18,4/6/18,5/3/18,N,2,192B133   284,ILUSE,South Valley,,1,34.22037,-118.50840
2392,418231,1112,3313, ,W,54TH,ST, ,90043,4/6/18,4/13/18,5/4/18,Y,2,108B185   343,ILUSE,South Los Angeles,812646,5,33.99329,-118.32996
2393,418233,2103,13169, ,W,CHELTENHAM,DR, ,91423,4/6/18,4/17/18,5/4/18,N,2,162B157   386,ILUSE,South Valley,,7,34.14187,-118.42269
2394,418184,1112,4285, ,S,HARVARD,BLVD, ,90062,4/6/18,4/6/18,5/4/18,Y,2,114B193  1365,ILUSE,South Los Angeles,812644,0,34.00506,-118.30688
2395,418252,1112,1468, ,W,MARTIN LUTHER KING,BLVD, ,90062,4/6/18,4/13/18,5/4/18,Y,2,114B193   360,ILUSE,South Los Angeles,812645,5,34.01052,-118.30271
2396,418253,2133,2559, ,W,OLYMPIC,BLVD, ,90006,4/6/18,4/9/18,5/4/18,Y,2,130-5A201 116,ILUSE,Central,811751,1,34.05258,-118.28638
2397,418223,1121,8512, ,S,SAN PEDRO,ST, ,90003,4/6/18,4/9/18,5/4/18,Y,2,097-5A205 293,ILUSE,South Los Angeles,812694,1,33.96054,-118.26933
2398,418200,3104,7129, ,N,VINELAND,AVE, ,91605,4/6/18,4/17/18,5/4/18,N,2,183B173   129,ILUSE,North Valley,,7,34.20027,-118.37052
2399,418245,2133,1638, ,W,WASHINGTON,BLVD, ,90007,4/6/18,4/7/18,5/4/18,N,2,126B197   705,ILUSE,South Los Angeles,,1,34.03980,-118.29272
2400,418257,1121,9218, ,S,CENTRAL,AVE, ,90002,4/7/18,4/11/18,5/4/18,Y,2,094-5A209 187,ILUSE,South Los Angeles,813317,2,33.95273,-118.25600
2401,418259,1141,11301, ,S,CENTRAL,AVE, ,90059,4/7/18,4/13/18,5/4/18,Y,2,087A209   349,ILUSE,South Los Angeles,812695,4,33.93174,-118.25446
2402,418269,2113,4130, ,N,HAYVENHURST,AVE, ,91436,4/7/18,4/9/18,5/4/18,N,2,165B137   468,ILUSE,South Valley,,0,34.14592,-118.49752
2403,418261,3131,23401, ,W,SCHOENBORN,ST, ,91304,4/7/18,4/9/18,5/4/18,N,2,192B093   336,ILUSE,North Valley,,0,34.22028,-118.63684
2404,418260,2133,1701, ,S,VERMONT,AVE, ,90006,4/7/18,4/9/18,5/4/18,Y,2,126B197   374,ILUSE,South Los Angeles,811752,0,34.04252,-118.29180
2405,418285,1112,1485, ,W,ADAMS,BLVD, ,90007,4/8/18,4/18/18,5/4/18,Y,2,123B197   839,ILUSE,South Los Angeles,812947,7,34.03290,-118.29403
2406,418284,1112,1690, ,W,ADAMS,BLVD, ,90007,4/8/18,4/18/18,5/4/18,Y,2,123B197   938,ILUSE,South Los Angeles,812946,7,34.03252,-118.30003
2407,418298,2133,541, ,S,ALVARADO,ST, ,90057,4/8/18,4/9/18,5/4/18,Y,2,133-5A203 149,ILUSE,Central,811755,0,34.06029,-118.27487
2408,418283,1121,5522, ,S,BROADWAY, , ,90037,4/8/18,4/10/18,5/4/18,Y,2,108B201   874,ILUSE,South Los Angeles,812727,1,33.99189,-118.27810
2409,418310,2131,3552, ,N,EAGLE ROCK,BLVD, ,90065,4/8/18,4/9/18,5/4/18,Y,2,154-5A215 304,ILUSE,East Los Angeles,811719,0,34.11574,-118.23544
2410,418309,2131,3552, ,N,EAGLE ROCK,BLVD, ,90065,4/8/18,4/9/18,5/4/18,N,2,154-5A215 304,ILUSE,East Los Angeles,,0,34.11574,-118.23544
2411,418301,2131,3552, ,N,EAGLE ROCK,BLVD, ,90065,4/8/18,4/9/18,5/4/18,N,2,154-5A215 304,ILUSE,East Los Angeles,,0,34.11574,-118.23544
2412,418311,2133,1955, ,S,HOOVER,ST, ,90007,4/8/18,4/9/18,5/4/18,Y,2,126A201   252,ILUSE,South Los Angeles,855368,0,34.03856,-118.28429
2413,418311,2133,1955, ,S,HOOVER,ST, ,90007,4/8/18,4/9/18,5/4/18,Y,2,126A201   252,ILUSE,South Los Angeles,811758,0,34.03856,-118.28429
2414,418299,1132,2729, ,W,JEFFERSON,BLVD, ,90018,4/8/18,4/10/18,5/4/18,Y,2,120B189   615,ILUSE,South Los Angeles,812211,1,34.02574,-118.32571
2415,418300,1112,1501, ,W,MARTIN LUTHER KING,BLVD, ,90062,4/8/18,4/18/18,5/4/18,Y,2,114B193   316,ILUSE,South Los Angeles,812948,7,34.01102,-118.30377
2416,418281,1123,6417, ,S,NORMANDIE,AVE, ,90047,4/8/18,4/18/18,5/4/18,Y,2,105B193  1349,ILUSE,South Los Angeles,814208,7,33.98087,-118.30056
2417,418318,2133,1630, ,W,OLYMPIC,BLVD, ,90015,4/8/18,4/9/18,5/4/18,Y,2,129A203    37,ILUSE,Central,811881,0,34.04945,-118.27525
2418,418313,2133,2225, ,W,PICO,BLVD, ,90006,4/8/18,4/9/18,,Y,2,129A201   215,ILUSE,Central,811882,0,34.04742,-118.28512
2419,418320,2133,2620, ,W,PICO,BLVD, ,90006,4/8/18,4/9/18,5/4/18,Y,2,129B197  1123,ILUSE,South Los Angeles,881990,0,34.04707,-118.29521
2420,418320,2133,2620, ,W,PICO,BLVD, ,90006,4/8/18,4/9/18,5/4/18,Y,2,129B197  1123,ILUSE,South Los Angeles,811885,0,34.04707,-118.29521
2421,418282,2142,2742, ,W,TEMPLE,ST, ,90026,4/8/18,4/18/18,5/4/18,Y,2,138A203   185,ILUSE,Central,813257,7,34.07333,-118.27714
2422,418280,2133,755, ,W,WASHINGTON,BLVD, ,90015,4/8/18,4/9/18,5/4/18,Y,2,124-5A203  70,ILUSE,South Los Angeles,811756,0,34.03616,-118.27556
2423,418279,2133,757, ,W,WASHINGTON,BLVD, ,90015,4/8/18,4/9/18,5/4/18,Y,2,124-5A203  70,ILUSE,South Los Angeles,811754,0,34.03617,-118.27559
2424,418278,2133,759, ,W,WASHINGTON,BLVD, ,90015,4/8/18,4/9/18,5/4/18,Y,2,124-5A203  70,ILUSE,South Los Angeles,811753,0,34.03619,-118.27563
2425,418360,1131,3712, ,W,3RD,ST, ,90020,4/9/18,4/18/18,5/7/18,N,2,135B197   185,ILUSE,Central,,7,34.06889,-118.29726
2426,418376,2133,1544, ,W,6TH,ST, ,90017,4/9/18,4/9/18,5/7/18,Y,2,132A205   123,ILUSE,Central,811883,0,34.05664,-118.26879
2427,418410,2133,2401, ,W,7TH,ST, ,90057,4/9/18,4/10/18,5/7/18,Y,2,133-5A201 256,ILUSE,Central,811899,1,34.05833,-118.28062
2428,418358,2133,2893, ,W,7TH,ST, ,90005,4/9/18,4/9/18,5/7/18,Y,2,133-5A201 133,ILUSE,Central,811884,0,34.05993,-118.28674
2429,418331,1121,5836, ,S,AVALON,BLVD, ,90001,4/9/18,4/10/18,5/7/18,Y,2,108B205  1127,ILUSE,South Los Angeles,812728,1,33.98900,-118.26490
2430,418357,2122,1009, ,N,MILWAUKEE,AVE, ,90042,4/9/18,4/12/18,5/7/18,Y,2,156A229   247,ILUSE,East Los Angeles,812438,3,34.12165,-118.19161
2431,418414,2133,1914, ,S,RAYMOND,AVE, ,90007,4/9/18,4/10/18,5/7/18,Y,2,126B197   749,ILUSE,South Los Angeles,811902,1,34.03945,-118.29727
2432,418329,1122,1633, ,E,SLAUSON,AVE, ,90011,4/9/18,4/17/18,5/7/18,Y,2,108B213   737,ILUSE,South Los Angeles,813255,6,33.98948,-118.24436
2433,418363,3131,8534, ,N,TUNNEY,AVE, ,91324,4/9/18,4/23/18,5/7/18,Y,2,192B117   181,ILUSE,North Valley,813667,10,34.22560,-118.55663
2434,418387,2133,759, ,W,WASHINGTON,BLVD, ,90015,4/9/18,11/1/18,5/7/18,N,2,124-5A203  70,ILUSE,South Los Angeles,,148,34.03619,-118.27563
2435,418485,3103,4714, ,N,COLFAX,AVE, ,91602,4/10/18,4/19/18,5/8/18,N,2,168B169   644,ILUSE,South Valley,,7,34.15625,-118.38757
2436,418487,3121,12743, ,W,DAVENTRY,ST, ,91331,4/10/18,4/18/18,5/8/18,N,2,213B161    61,ILUSE,North Valley,,6,34.28428,-118.41028
2437,418433,3102,8765, ,N,LANKERSHIM,BLVD, ,91352,4/10/18,4/12/18,5/8/18,Y,2,195B169   411,ILUSE,North Valley,812484,2,34.22905,-118.38796
2438,418506,3103,5232, ,N,SATSUMA,AVE, ,91601,4/10/18,5/10/18,5/8/18,Y,2,171B173  1425,ILUSE,South Valley,815942,22,34.16592,-118.36741
2439,418480,1131,3515, ,W,VENICE,BLVD, ,90019,4/10/18,4/18/18,5/8/18,N,2,126B189   269,ILUSE,South Los Angeles,,6,34.04373,-118.32300
2440,418518,1112,1169, ,W,24TH,ST, ,90007,4/11/18,4/24/18,5/9/18,Y,2,124-5A201 270,ILUSE,South Los Angeles,813980,9,34.03449,-118.28579
2441,418517,3131,8817, ,N,AMIGO,AVE, ,91324,4/11/18,4/12/18,5/9/18,N,2,195B121   287,ILUSE,North Valley,,1,34.23128,-118.53875
2442,418570,2143,3909, ,W,BEVERLY,BLVD, ,90004,4/11/18,4/12/18,5/9/18,Y,2,138B197   296,ILUSE,Central,812560,1,34.07646,-118.29382
2443,418536,3111,7114, ,N,BOTHWELL,ROAD, ,91335,4/11/18,4/13/18,5/9/18,N,2,183B117   194,ILUSE,South Valley,,2,34.19970,-118.56108
2444,418604,3104,10169, ,W,FOOTHILL,BLVD, ,91342,4/11/18,4/17/18,5/9/18,N,2,210B181    35,ILUSE,North Valley,,4,34.27320,-118.35073
2445,418600,1112,2711, ,S,NORMANDIE,AVE, ,90018,4/11/18,4/19/18,5/9/18,N,2,123B193   942,ILUSE,South Los Angeles,,6,34.03047,-118.30060
2446,418540,1123,9115, ,S,NORMANDIE,AVE, ,90047,4/11/18,4/23/18,5/9/18,Y,2,094-5A195 138,ILUSE,South Los Angeles,813982,8,33.95379,-118.30055
2447,418569,3104,7335, ,N,SATSUMA,AVE, ,91352,4/11/18,5/1/18,5/9/18,N,1,186B173   889,ILUSE,North Valley,,14,34.20395,-118.36720
2448,418597,1131,924, ,S,VERMONT,AVE, ,90006,4/11/18,4/18/18,5/9/18,N,2,132B197   935,ILUSE,Central,,5,34.05520,-118.29146
2449,418639,1122,5600, ,S,CENTRAL,AVE, ,90011,4/12/18,4/17/18,5/10/18,Y,2,108B209  1018,ILUSE,South Los Angeles,813259,3,33.99190,-118.25625
2450,418681,2143,1239, ,N,COMMONWEALTH,AVE, ,90029,4/12/18,4/13/18,5/10/18,Y,2,145-5A201  86,ILUSE,Central,812687,1,34.09461,-118.28574
2451,418655,1132,4140, ,S,CRENSHAW,BLVD, ,90008,4/12/18,4/17/18,5/10/18,N,2,114B185   487,ILUSE,South Los Angeles,,3,34.00890,-118.33489
2452,418677,2102,236, ,S,LARCHMONT,BLVD, ,90004,4/12/18,4/13/18,5/10/18,N,2,135B189    59,ILUSE,Central,,1,34.06995,-118.32342
2453,418645,1121,828, ,E,MANCHESTER,AVE, ,90002,4/12/18,4/16/18,5/10/18,N,2,097-5A209 279,ILUSE,South Los Angeles,,2,33.95986,-118.25974
2454,418657,1132,3552, ,W,MARTIN LUTHER KING,BLVD, ,90008,4/12/18,4/16/18,5/10/18,N,2,114B185   218,ILUSE,South Los Angeles,,2,34.01066,-118.33456
2455,418435,3104,10241, ,W,MCBROOM,ST, ,91040,4/12/18,4/14/18,5/8/18,N,2,207B177   216,ILUSE,North Valley,,2,34.26528,-118.35321
2456,418636,3104,7335, ,N,SATSUMA,AVE, ,91352,4/12/18,4/20/18,5/10/18,Y,2,186B173   889,ILUSE,North Valley,813537,6,34.20395,-118.36720
2457,418629,1123,7509, ,S,WESTERN,AVE, ,90047,4/12/18,4/17/18,5/10/18,N,2,102B193  1986,ILUSE,South Los Angeles,,3,33.97148,-118.30915
2458,418766,2133,2500, ,W,6TH,ST, ,90057,4/13/18,4/16/18,5/11/18,Y,2,133-5A203  54,ILUSE,Central,812762,1,34.06157,-118.27977
2459,418706,3123,13940, ,N,BERMAX,AVE, ,91342,4/13/18,4/21/18,5/11/18,N,2,231B157   364,ILUSE,North Valley,,6,34.32605,-118.43122
2460,418707,2123,5123, ,E,CAVANAGH,ROAD, ,90032,4/13/18,4/26/18,5/11/18,Y,2,136-5A235 109,ILUSE,East Los Angeles,814274,9,34.06937,-118.17247
2461,418752,3113,5659, ,N,DONNA,AVE, ,91356,4/13/18,4/17/18,5/11/18,Y,2,174B121   288,ILUSE,South Valley,812830,2,34.17437,-118.54763
2462,422626,2131,2013, ,N,ISABEL,ST, ,90065,4/13/18,6/5/18,7/5/18,N,2,148-5A217  26,ILUSE,East Los Angeles,,37,34.10311,-118.23392
2463,418723,1133,2031, ,W,JEFFERSON,BLVD, ,90018,4/13/18,4/17/18,5/11/18,N,2,120B189   680,ILUSE,South Los Angeles,,2,34.02567,-118.31616
2464,418711,2111,7427, ,W,MELROSE,AVE, ,90046,4/13/18,4/17/18,5/11/18,N,2,141B181   509,ILUSE,Central,,2,34.08373,-118.35192
2465,418727,3132,21335, ,W,STANWELL,ST, ,91311,4/13/18,4/30/18,5/11/18,Y,2,207B105   417,ILUSE,North Valley,814342,11,34.26230,-118.59650
2466,418764,1104,1519, ,E,VENICE,BLVD, ,90291,4/13/18,4/16/18,5/11/18,Y,2,111B149  1294,ILUSE,West Los Angeles,814533,1,33.99683,-118.44786
2467,418780,1142,545, ,N,HARKER,ST, ,90731,4/14/18,4/16/18,5/11/18,N,2,018B201   134,ILUSE,Harbor,,0,33.74785,-118.28687
2468,418784,3102,14100, ,W,TERRA BELLA,ST, ,91331,4/14/18,4/16/18,5/11/18,N,2,198B153   174,ILUSE,North Valley,,0,34.24233,-118.43993
2469,418794,2142,332, ,N,BONNIE BRAE,ST, ,90026,4/15/18,4/19/18,5/11/18,N,2,136-5A207  91,ILUSE,Central,,3,34.06910,-118.26558
2470,418795,3113,18817, ,W,CALVERT,ST, ,91335,4/15/18,4/19/18,5/11/18,N,2,177B121   342,ILUSE,South Valley,,3,34.18194,-118.54303
2471,418812,2102,236, ,S,LARCHMONT,BLVD, ,90004,4/15/18,4/16/18,5/11/18,N,2,135B189    59,ILUSE,Central,,0,34.06995,-118.32342
2472,418793,1112,2614, ,S,WESTERN,AVE, ,90018,4/15/18,4/24/18,5/11/18,N,2,123B193   687,ILUSE,South Los Angeles,,6,34.03214,-118.30878
2473,418825,1122,1026, ,W,47TH,ST, ,90037,4/16/18,4/17/18,5/14/18,Y,2,111B197   600,ILUSE,South Los Angeles,813261,1,34.00051,-118.29266
2474,418841,1112,1750, ,W,49TH,ST, ,90062,4/16/18,4/19/18,5/14/18,N,2,111B193   975,ILUSE,South Los Angeles,,3,33.99891,-118.31076
2475,418906,2102,236, ,S,LARCHMONT,BLVD, ,90004,4/16/18,4/17/18,5/14/18,N,2,135B189    59,ILUSE,Central,,1,34.06995,-118.32342
2476,418919,3132,10349, ,N,MONTGOMERY,AVE, ,91344,4/16/18,4/30/18,5/14/18,N,2,204B141   153,ILUSE,North Valley,,10,34.25898,-118.48174
2477,418920,1142,2116, ,S,PACIFIC,AVE, ,90731,4/16/18,4/30/18,5/14/18,N,2,012B197  1374,ILUSE,Harbor,,10,33.72480,-118.28780
2478,418866,3101,6747, ,N,VALJEAN,AVE, ,91406,4/16/18,4/17/18,5/14/18,Y,2,180B137    40,ILUSE,South Valley,813269,1,34.19327,-118.48602
2479,418861,3104,7129, ,N,VINELAND,AVE, ,91605,4/16/18,4/18/18,5/14/18,N,2,183B173   129,ILUSE,North Valley,,2,34.20027,-118.37052
2480,419032,1102,1425, ,S,ABBOT KINNEY,BLVD, ,90291,4/17/18,6/1/18,5/15/18,N,2,108B145  1348,ILUSE,West Los Angeles,,33,33.99058,-118.46508
2481,419026,1102,1507, ,S,ABBOT KINNEY,BLVD, ,90291,4/17/18,5/11/18,5/15/18,N,2,108B145  1396,ILUSE,West Los Angeles,,18,33.99038,-118.46445
2482,419022,1102,1507, ,S,ABBOT KINNEY,BLVD, ,90291,4/17/18,5/11/18,5/15/18,N,2,108B145  1396,ILUSE,West Los Angeles,,18,33.99038,-118.46445
2483,419027,2121,671, ,S,ANDERSON,ST, ,90023,4/17/18,4/18/18,5/15/18,N,2,124-5A219 139,ILUSE,East Los Angeles,,1,34.03591,-118.22336
2484,418989,2121,1340, ,S,HILL,ST, ,90015,4/17/18,4/18/18,5/15/18,N,2,124-5A207  91,ILUSE,Central,,1,34.03663,-118.26277
2485,418981,3121,10853, ,N,ILEX,AVE, ,91331,4/17/18,4/27/18,5/15/18,Y,2,207B157   135,ILUSE,North Valley,814211,8,34.26728,-118.42526
2486,419034,2111,263, ,S,LA BREA,AVE, ,90036,4/17/18,4/26/18,5/15/18,Y,2,135B181   161,ILUSE,Central,814199,7,34.06925,-118.34422
2487,419035,1122,3311, ,S,MAIN,ST, ,90007,4/17/18,4/25/18,5/15/18,N,2,118-5A205 166,ILUSE,South Los Angeles,,6,34.01913,-118.27254
2488,418965,2133,1828, ,S,OAK,ST, ,90015,4/17/18,4/18/18,5/15/18,Y,2,124-5A203  22,ILUSE,South Los Angeles,816421,1,34.03705,-118.27728
2489,418965,2133,1828, ,S,OAK,ST, ,90015,4/17/18,4/18/18,5/15/18,Y,2,124-5A203  22,ILUSE,South Los Angeles,813275,1,34.03705,-118.27728
2490,418987,2133,1900, ,W,PICO,BLVD, ,90006,4/17/18,4/18/18,5/15/18,Y,2,129A201   321,ILUSE,Central,813533,1,34.04605,-118.28037
2491,418988,2133,2474, ,W,PICO,BLVD, ,90006,4/17/18,4/18/18,5/15/18,N,2,129B197  1093,ILUSE,South Los Angeles,,1,34.04708,-118.29115
2492,419267,3101,15205, ,W,RAYMER,ST, ,91405,4/17/18,4/17/18,5/18/18,Y,2,189B145   734,ILUSE,North Valley,812770,0,34.21440,-118.46424
2493,419131,1122,830, ,E,33RD,ST, ,90011,4/18/18,4/26/18,5/16/18,Y,2,117A207   188,ILUSE,South Los Angeles,814194,6,34.01487,-118.26192
2494,419083,1133,2047, ,S,CHARITON,ST, ,90034,4/18/18,4/19/18,5/16/18,Y,2,126B173   901,ILUSE,South Los Angeles,813386,1,34.03926,-118.37847
2495,419101,2101,3690, ,N,FREDONIA,DR, ,90068,4/18/18,4/24/18,5/16/18,Y,2,159B177   262,ILUSE,South Valley,813685,4,34.13310,-118.36168
2496,419110,2121,2141, ,E,SACRAMENTO,ST, ,90021,4/18/18,4/28/18,5/16/18,N,2,123A217   217,ILUSE,Central,,8,34.03070,-118.22844
2497,419121,3102,10080, ,N,VENA,AVE, ,91331,4/18/18,4/19/18,5/16/18,N,2,204B153   708,ILUSE,North Valley,,1,34.25360,-118.43373
2498,419177,2121,953,1/2,E,11TH,ST, ,90021,4/19/18,4/30/18,5/17/18,N,2,123A211    73,ILUSE,Central,,7,34.03229,-118.24757
2499,419139,1121,7407, ,S,BROADWAY, , ,90003,4/19/18,4/19/18,5/17/18,Y,2,102B201  1278,ILUSE,South Los Angeles,813839,0,33.97240,-118.27849
2500,419140,3113,18817, ,W,CALVERT,ST, ,91335,4/19/18,4/20/18,5/17/18,N,2,177B121   342,ILUSE,South Valley,,1,34.18194,-118.54303
2501,419186,2142,3125, ,W,LACLEDE,AVE, ,90039,4/19/18,4/20/18,5/17/18,Y,2,153B209   954,ILUSE,East Los Angeles,813567,1,34.11294,-118.24954
2502,419223,2102,236, ,S,LARCHMONT,BLVD, ,90004,4/19/18,4/23/18,5/17/18,N,2,135B189    59,ILUSE,Central,,2,34.06995,-118.32342
2503,419206,1104,2122, ,S,LINCOLN,BLVD, ,90291,4/19/18,4/20/18,5/17/18,N,2,108B149   167,ILUSE,West Los Angeles,,1,33.99542,-118.45520
2504,419171,2101,1928, ,N,PINEHURST,ROAD, ,90068,4/19/18,4/23/18,5/17/18,N,2,150A185   218,ILUSE,Central,,2,34.10568,-118.33994
2505,419232,1112,2822, ,W,SLAUSON,AVE, ,90043,4/19/18,4/27/18,5/17/18,Y,2,108B189  1416,ILUSE,South Los Angeles,814193,6,33.98890,-118.32431
2506,419214,3131,17261, ,W,SUNBURST,ST, ,91325,4/19/18,4/24/18,5/17/18,N,2,195B133    23,ILUSE,North Valley,,3,34.23463,-118.51077
2507,419294,1121,220, ,E,62ND,ST, ,90003,4/20/18,4/23/18,5/18/18,Y,2,105B205   782,ILUSE,South Los Angeles,813995,1,33.98323,-118.27090
2508,419300,2103,13122, ,W,ALBERS,ST, ,91401,4/20/18,4/23/18,5/18/18,N,2,174B161   654,ILUSE,South Valley,,1,34.16988,-118.41896
2509,419246,1141,11306, ,S,CENTRAL,AVE, ,90059,4/20/18,4/24/18,5/18/18,N,2,087A211   130,ILUSE,South Los Angeles,,2,33.93170,-118.25404
2510,419293,3103,12147, ,W,LULL,ST, ,91605,4/20/18,5/1/18,5/18/18,N,2,186B165   101,ILUSE,North Valley,,7,34.20949,-118.39847
2511,419252,1121,8110, ,S,MAIN,ST, ,90003,4/20/18,4/20/18,5/18/18,Y,2,099B205  1026,ILUSE,South Los Angeles,814538,0,33.96588,-118.27372
2512,419248,1131,5177, ,W,PICO,BLVD, ,90019,4/20/18,4/23/18,5/18/18,N,2,129B181   903,ILUSE,Central,,1,34.04829,-118.35124
2513,419315,3132,21006, ,W,DEVONSHIRE,ST, ,91311,4/21/18,4/30/18,5/18/18,Y,2,204B105   356,ILUSE,North Valley,814340,5,34.25700,-118.59144
2514,419320,1102,2511, ,S,LINCOLN,BLVD, ,90291,4/21/18,4/23/18,5/18/18,N,2,108B149   842,ILUSE,West Los Angeles,,0,33.99194,-118.44930
2515,419332,3101,16645, ,W,CANTLAY,ST, ,91406,4/22/18,4/25/18,5/18/18,N,2,186B137   372,ILUSE,South Valley,,2,34.20231,-118.49620
2516,419443,2121,2308, ,E,CITY VIEW,AVE, ,90033,4/23/18,4/24/18,5/21/18,N,2,130-5A225 272,ILUSE,East Los Angeles,,1,34.05094,-118.20626
2517,419374,1122,4160, ,S,DORSEY,ST, ,90011,4/23/18,4/26/18,5/21/18,Y,2,114A211   130,ILUSE,South Los Angeles,814195,3,34.00746,-118.24833
2518,419383,2101,3232, ,N,ETTRICK,ST, ,90027,4/23/18,4/25/18,5/21/18,N,2,153A205   120,ILUSE,Central,,2,34.11283,-118.27198
2519,419436,3104,7829, ,W,FOOTHILL,BLVD, ,91040,4/23/18,5/18/18,5/21/18,Y,2,204B193   109,ILUSE,North Valley,816437,19,34.25978,-118.30357
2520,419390,1122,2521, ,S,HILL,ST, ,90007,4/23/18,4/26/18,5/21/18,N,2,121-5A205 194,ILUSE,South Los Angeles,,3,34.02636,-118.27070
2521,419386,1123,6807, ,S,HOOVER,ST, ,90044,4/23/18,4/26/18,5/21/18,Y,2,102B197   477,ILUSE,South Los Angeles,814192,3,33.97788,-118.28732
2522,419375,3131,9801, ,N,LASAINE,AVE, ,91325,4/23/18,4/1/18,5/21/18,N,2,201B129   167,ILUSE,North Valley,,15,34.24886,-118.51292
2523,419489,1104,2122, ,S,LINCOLN,BLVD, ,90291,4/23/18,4/24/18,4/26/18,N,3,108B149   167,ILUSE,West Los Angeles,,1,33.99542,-118.45520
2524,419354,1131,5616, ,W,SAN VICENTE,BLVD, ,90019,4/23/18,5/1/18,5/21/18,N,2,132B177  1326,ILUSE,Central,,6,34.05401,-118.35537
2525,419486,1131,3712, ,W,3RD,ST, ,90020,4/24/18,4/30/18,5/22/18,Y,2,135B197   185,ILUSE,Central,814318,4,34.06889,-118.29726
2526,419543,1102,7252, ,W,80TH,ST, ,90045,4/24/18,5/3/18,5/22/18,Y,2,099B157   149,ILUSE,West Los Angeles,814732,7,33.96518,-118.42072
2527,419465,2142,812, ,N,ALVARADO,ST, ,90026,4/24/18,4/27/18,5/22/18,Y,2,139-5A207 339,ILUSE,East Los Angeles,814232,3,34.07497,-118.26488
2528,419466,1133,1964, ,S,CHARITON,ST, ,90034,4/24/18,4/26/18,5/14/18,Y,3,126B173   710,ILUSE,South Los Angeles,814150,2,34.04103,-118.37775
2529,419476,2133,568, ,S,CORONADO,ST, ,90057,4/24/18,5/2/18,5/22/18,Y,2,135A203   401,ILUSE,Central,814535,6,34.06225,-118.28003
2530,419512,2142,2345, ,N,FORNEY,ST, ,90031,4/24/18,4/25/18,5/22/18,Y,2,144B213    36,ILUSE,East Los Angeles,813997,1,34.09480,-118.24152
2531,419554,1131,3608, ,W,PICO,BLVD, ,90019,4/24/18,4/30/18,5/22/18,Y,2,129B189  1015,ILUSE,South Los Angeles,814316,4,34.04708,-118.32050
2532,419468,1143,1825, ,E,ROBIDOUX,ST, ,90744,4/24/18,4/25/18,5/22/18,N,2,033B213    86,ILUSE,Harbor,,1,33.78889,-118.23963
2533,419478,3132,11701, ,N,SEMINOLE,CIR, ,91326,4/24/18,4/30/18,5/22/18,N,2,213B117   129,ILUSE,North Valley,,4,34.28264,-118.55933
2534,419553,2133,1604, ,W,VENICE,BLVD, ,90006,4/24/18,5/2/18,5/22/18,Y,2,126B197   179,ILUSE,South Los Angeles,814536,6,34.04408,-118.28878
2535,419628,3121,9767, ,N,LAUREL CANYON,BLVD, ,91331,4/25/18,4/26/18,5/23/18,N,2,201B157   478,ILUSE,North Valley,,1,34.24710,-118.42012
2536,419611,2123,1919, ,N,VINEBURN,AVE, ,90032,4/25/18,4/27/18,5/23/18,N,2,135A229    11,ILUSE,East Los Angeles,,2,34.06533,-118.19012
2537,419706,2131,1432, ,N,EL PASO,DR, ,90065,4/26/18,5/9/18,5/24/18,Y,2,156A219   231,ILUSE,East Los Angeles,815453,9,34.12066,-118.22155
2538,419722,2133,715, ,S,PARK VIEW,ST, ,90057,4/26/18,5/2/18,5/24/18,N,2,132A201    54,ILUSE,Central,,4,34.05732,-118.28034
2539,419643,1131,4417, ,W,PICO,BLVD, ,90019,4/26/18,5/2/18,5/24/18,N,2,129B185  1017,ILUSE,Central,,4,34.04841,-118.33134
2540,419689,2133,1814, ,S,UNION,AVE, ,90015,4/26/18,5/2/18,5/24/18,Y,2,126A203   231,ILUSE,Central,814672,4,34.03904,-118.28064
2541,419696,1121,5970, ,S,VERMONT,AVE, ,90044,4/26/18,4/26/18,5/24/18,Y,2,105B197   375,ILUSE,South Los Angeles,814314,0,33.98583,-118.29131
2542,419783,1112,1426, ,W,35TH,ST, ,90018,4/27/18,5/4/18,5/25/18,Y,2,120B193   946,ILUSE,South Los Angeles,815614,5,34.02450,-118.30101
2543,419732,3131,8999, ,N,BALBOA,BLVD, ,91325,4/27/18,5/4/18,5/25/18,N,2,195B133     8,ILUSE,North Valley,,5,34.23353,-118.50275
2544,419777,1102,810, ,W,OXFORD,AVE, ,90292,4/27/18,5/8/18,5/25/18,N,2,105B149   528,ILUSE,West Los Angeles,,7,33.98584,-118.45144
2545,419753,3104,11127, ,W,VANOWEN,ST, ,91605,4/27/18,5/16/18,5/25/18,N,2,183B173   182,ILUSE,South Valley,,13,34.19409,-118.37330
2546,419775,1121,6024, ,S,VERMONT,AVE, ,90044,4/27/18,4/30/18,5/25/18,N,2,105B197   605,ILUSE,South Los Angeles,,1,33.98487,-118.29131
2547,419814,2121,953,1/2,E,11TH,ST, ,90021,4/28/18,4/30/18,5/25/18,N,2,123A211    73,ILUSE,Central,,0,34.03229,-118.24757
